,Nome Unidade Orçamentária,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
17379,MINISTERIO DA ECONOMIA,"8232,7600","6797,2200","4797,2200"
17381,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"0,0000","0,0000","6994,0900"
17382,COMANDO DO EXERCITO,"4985,0000","4985,0000","4985,0000"
17384,FUNDO NACIONAL DE SAUDE,"0,0000","129800,6200","99462,1200"
17385,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-3,0600","895,5000","895,5000"
17386,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"313,5000","313,5000","4913,7000"
17388,"INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE","0,0000","115805,1900","330088,8500"
17390,FUNDO DO EXERCITO,"10090,0000","16994,0000","16994,0000"
17391,COMANDO DO EXERCITO,"0,0000","5877,0100","5877,0100"
17393,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"0,0000","28034,6200","52221,6800"
17394,MINISTERIO DA ECONOMIA,"7141,5700","2579,5800","2579,5800"
17395,COMANDO DO EXERCITO,"35320,9200","307888,0000","565828,3400"
17400,SERVICO FLORESTAL BRASILEIRO,"0,0000","52677,8500","52677,8500"
17402,COMANDO DA AERONAUTICA,"0,0000","6699,0000","8919,0000"
17403,MINISTERIO DA CIDADANIA,"2664000,0000","94593,2500","94593,2500"
17404,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"47706,9100","1523,8000","1523,8000"
17408,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","386,0000","90371,9100","90371,9100"
17409,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO","-761,6900","11018,3900","23415,6200"
17411,COMANDO DO EXERCITO,"0,0000","36444,2900","31051,1800"
17412,FUNDO DE DESENV.DO ENS.PROFISSIONAL MARITIMO,"-1500,0000","12716,0000","12716,0000"
17413,"INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA","-6110,3100","7223,9100","7786,0000"
17414,COMANDO DO EXERCITO,"1620,0000","98548,9000","25923,5000"
17415,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,"-244142,2800","-126270,7200","-143982,1000"
17416,FUNDO DO EXERCITO,"0,0000","2313,2400","2313,2400"
17418,AGENCIA NACIONAL DE MINERACAO,"12616,6400","84566,9400","84566,9400"
17420,INSTITUTO FEDERAL DO PARANA - IFPR,"-54090,0000","46109,0200","86048,1900"
17421,FUNDACAO OSWALDO CRUZ,"1200,0000","-400,0000","-400,0000"
17422,COMANDO DO EXERCITO,"0,0000","212,7000","212,7000"
17426,MINISTERIO DA DEFESA,"0,0000","1210,0000","1210,0000"
17430,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"0,0000","12887,1800","8290,3500"
17432,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"0,0000","0,0000","279400,0000"
17433,MINISTERIO DAS RELACOES EXTERIORES,"16034,5500","9552,2900","9551,2100"
17434,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI","-75241,7900","297858,3100","332394,5900"
17437,FUNDO AERONAUTICO,"5822,1200","937,0400","95180,6800"
17438,FUNDO DO EXERCITO,"1459,1000","9630,9300","9630,9300"
17439,MINISTERIO DAS RELACOES EXTERIORES,"8357,9600","0,0000","5032,3500"
17440,MINISTERIO DAS RELACOES EXTERIORES,"-783,2000","-783,2000","-783,2000"
17443,INEP-INST.NAC.DE ESTUDOS E PESQ.EDUCACIONAIS,"0,0000","1117695,2800","1117695,2800"
17444,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","102,0000","404,8300","404,8300"
17446,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","169133,2300","5604,8800","5604,8800"
17448,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","209,0000","513,0000","2660,0000"
17450,MINISTERIO DA ECONOMIA,"-581670,3500","212653,5500","175646,1500"
17451,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","0,0000","39619,0000","39619,0000"
17452,INSTITUTO NACIONAL DO SEGURO SOCIAL,"-0,0200","0,0000","1312,0000"
17455,COMANDO DO EXERCITO,"-14186,2500","0,0000","4038,2500"
17456,INSTITUTO FEDERAL DO PARANA - IFPR,"554145,5200","204,1200","204,1200"
17457,COMANDO DO EXERCITO,"0,0000","11736,5100","11736,5100"
17458,FUNDO DO EXERCITO,"350231,0800","1062343,6700","931554,8400"
17459,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,"2363,6300","34888,6600","37067,1600"
17462,AGENCIA NACIONAL DE MINERACAO,"324,7800","324,7800","324,7800"
17463,MINISTERIO DA DEFESA,"-0,1000","6287,1600","6198,5000"
17465,COMANDO DO EXERCITO,"0,0000","1250,1000","1268,1700"
17470,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"0,0000","2000,0000","2000,0000"
17472,FUNDO NACIONAL DE SAUDE,"800177,4000","6435000,0000","6435000,0000"
17473,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"0,0000","583,2300","610,6700"
17474,COMANDO DO EXERCITO,"0,0000","16317,6300","12719,8700"
17476,PRESIDENCIA DA REPUBLICA,"0,0000","4256778,4300","3982423,8800"
17477,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","0,0000","6000,0000","6000,0000"
17478,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","16000,0000","33000,0000","33000,0000"
17479,MINISTERIO DAS RELACOES EXTERIORES,"38874,2600","39890,1000","39890,1000"
17482,COMANDO DA MARINHA,"0,0000","48016,9600","48016,9600"
17484,SUPERINT. DO DESENVOLV. DO NORDESTE - SUDENE,"3000,0000","2615,6800","1307,8400"
17486,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"6000,0000","15461,6900","20461,6900"
17488,FUNDO NACIONAL DE SAUDE,"-15011,4700","374822,2800","379935,7800"
17490,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"17942,7100","2055,0200","2055,0200"
17492,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO,"596432,1100","164270,7100","106126,7500"
17493,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","1446,9000","9038,1000","14974,1000"
17494,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,"35339,8200","40997,0300","40997,0300"
17495,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-5043,4200","406,0800","203,0400"
17496,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"0,0000","4041,0500","4041,0500"
17497,COMANDO DO EXERCITO,"0,0000","2560,2000","2560,2000"
17499,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,"20750,1600","18418,6300","18418,6300"
17500,COMANDO DA MARINHA,"53000,0000","4041,8200","4041,8200"
17501,FUNDO NACIONAL DE SAUDE,"1800,0000","0,0000","21907,7000"
17502,UNIVERSIDADE FEDERAL DO PARANA,"0,0000","13082,9600","6660,8900"
17504,FUNDO NACIONAL DE SAUDE,"0,0000","1250,0000","2500,0000"
17505,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"2628964,3300","30475,1700","30366,6700"
17507,FUNDO NAVAL,"0,0000","50264,8500","49835,0200"
17508,FUNDACAO OSWALDO CRUZ,"-4345,0000","20500,0000","32000,0000"
17509,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"56398,0000","21214,9500","21214,9500"
17510,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG","-31286,4500","104246,3100","108443,8000"
17513,HOSPITAL DE CLINICAS DE PORTO ALEGRE,"8091,1000","4513,8200","4513,8200"
17514,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","-7600,0000","4215,0000","4215,0000"
17515,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,"45666,0000","242643,9000","242627,8500"
17517,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","-78840,0000","0,0000","7750,0000"
17519,COMANDO DO EXERCITO,"-0,0200","2593,0000","2593,0000"
17522,COMANDO DO EXERCITO,"0,0000","195,9000","284,6800"
17523,FUNDACAO ALEXANDRE DE GUSMAO,"-11847,7500","23316,4900","23884,0300"
17524,FUNDACAO NACIONAL DE SAUDE,"-12000,0000","1853,6800","1853,6800"
17526,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"0,0000","65000,0000","65000,0000"
17527,FUNDO AERONAUTICO,"1266887,5300","1114573,7700","2412830,8500"
17529,MINISTERIO DAS RELACOES EXTERIORES,"37734,2100","30968,1700","62790,9200"
17531,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","35194,1400","344617,1800","344617,1800"
17534,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"4214,3700","3455,9700","5634,4800"
17535,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","25787,5200","19895,8400","19895,8400"
17536,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,"721672,2000","46659,4200","40496,9000"
17538,FUNDO AERONAUTICO,"1174213,7200","405505,6100","461243,5400"
17540,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"34113877,5700","34047979,5100","7007076,8100"
17542,ADVOCACIA-GERAL DA UNIAO - AGU,"-14167,6800","4028,3200","4028,3200"
17543,DEPARTAMENTO DE POLICIA FEDERAL,"49560,6800","49560,6800","49560,6800"
17545,COMANDO DO EXERCITO,"95676,9800","181931,4700","170684,4400"
17548,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"2440,8200","2161,6600","2161,6600"
17549,COMANDO DO EXERCITO,"-1,1500","2064,6200","2473,8900"
17550,FUNDO DO EXERCITO,"15699,8400","18721,6800","18721,6800"
17551,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,"63067,0000","63066,0900","63066,0900"
17554,FUNDO NACIONAL DE SAUDE,"11065,4600","30293,4500","48394,5900"
17555,PROCURADORIA GERAL DA FAZENDA NACIONAL,"0,0000","937,5500","937,5500"
17556,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"1038,0000","200,0000","200,0000"
17559,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,"-59079,3200","153566,4000","155845,5000"
17560,COMANDO DO EXERCITO,"0,0000","0,0000","1657,9200"
17562,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","-55216,3600","108235,4200","40106,1100"
17563,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","317,9100","1391,4900","949,7000"
17564,DEPARTAMENTO DE POLICIA FEDERAL,"-25945,7600","11515,0100","11515,0100"
17565,FUNDO DO EXERCITO,"988,0000","988,0000","988,0000"
17566,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA","0,0000","0,0000","565,6000"
17568,PROCURADORIA GERAL DA FAZENDA NACIONAL,"7974,1600","41561,6800","32758,4000"
17569,COMANDO DO EXERCITO,"0,0000","3446,1200","2335,4700"
17570,COMANDO DO EXERCITO,"-0,2000","109,5000","109,5000"
17571,"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA","-690,0000","1767,9800","973,9800"
17572,SUPERINT. DO DESENVOLV. DO NORDESTE - SUDENE,"14505,0000","6544,2000","-659,2500"
17573,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"-76711,5600","914,8500","2439,6000"
17575,FUNDO DO EXERCITO,"345,8300","1181,7500","1389,6000"
17576,INSTITUTO NACIONAL DO SEGURO SOCIAL,"5203057,0900","3225232,4900","4117472,7300"
17577,MINISTERIO DA DEFESA,"0,0000","403,5000","403,5000"
17578,MINISTERIO DAS RELACOES EXTERIORES,"327256,8200","120328,2300","120328,2300"
17579,UNIVERSIDADE FEDERAL DE JATAI,"52036,0000","52036,0000","52036,0000"
17582,COMANDO DO EXERCITO,"-1118,1300","2871,2500","2871,2500"
17584,FUNDO PENITENCIARIO NACIONAL - FUNPEN,"0,0000","258172,3100","258172,3100"
17585,FUNDO DE DESENV.DO ENS.PROFISSIONAL MARITIMO,"0,0000","36475,0000","36475,0000"
17587,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"0,0000","233,1000","233,1000"
17590,FUNDAÇÃO CULTURAL PALMARES,"0,0000","11837,3900","11837,3900"
17591,FUNDO NAVAL,"520153,2100","90947,1200","83843,2100"
17592,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG","12999,1000","280,0000","8280,0000"
17593,COMANDO DO EXERCITO,"3462,5500","3462,5500","37083,3100"
17594,COMANDO DA AERONAUTICA,"5274,0000","5274,0000","3955,5000"
17595,MINISTERIO DA DEFESA,"0,0000","2058,6300","3526,1400"
17600,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","71787,3300","32923,3600","28676,3600"
17601,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,"-14924,4100","1,0000","39239,0500"
17602,FUNDO DO EXERCITO,"0,0000","1956,4400","1956,4400"
17603,MINISTÉRIO DA EDUCAÇÃO,"0,0000","5400,0000","2700,0000"
17604,FUNDO DO EXERCITO,"-100,0000","73,6600","136,7000"
17607,FUNDAÇÃO NACIONAL DE ARTES,"-2000,0000","52000,0000","52000,0000"
17608,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"17974,1200","30621,3700","30621,3700"
17610,COMANDO DO EXERCITO,"-6083,1000","2015,9500","2015,9500"
17611,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS","-3814,8400","4494,4600","2247,2300"
17613,MINISTERIO DA DEFESA,"0,0000","14400,0000","14400,0000"
17614,"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE","0,0000","54483,9500","45312,2500"
17615,INSTITUTO NACIONAL DO SEGURO SOCIAL,"1597,4900","1701,2000","1701,2000"
17616,HOSPITAL DE CLINICAS DE PORTO ALEGRE,"6010205,0500","2710205,0500","2710205,0500"
17617,MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,"550,0000","70216,2500","70216,2500"
17618,COMPANHIA NACIONAL DE ABASTECIMENTO,"1903,7000","59014,7800","16588,3900"
17628,"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO","0,0000","1897,0000","1897,0000"
17630,COMANDO DA MARINHA,"1617,2100","1617,2100","1617,2100"
17631,COMANDO DA MARINHA,"0,0000","71783,9800","9785,9800"
17632,SUPERINT.NAC.DE PREVID.COMPLEMENTAR - PREVIC,"290345,4200","142949,4200","242346,1400"
17633,MINISTERIO DAS RELACOES EXTERIORES,"-1331,6100","7847,4900","7847,4900"
17636,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,"0,0000","0,0000","24528,0900"
17637,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"0,0000","80191,2000","80191,2000"
17638,COMANDO DO EXERCITO,"0,0000","12730,0000","12730,0000"
17639,DEPARTAMENTO DE POLICIA FEDERAL,"-17313,3500","1328,1100","1328,1100"
17640,AMAZONIA AZUL TECNOLOGIAS DE DEFESA S.A.,"924678,3400","3265167,4000","1311447,6700"
17643,DEPARTAMENTO DE POLICIA FEDERAL,"0,0000","3551,8600","6414,1000"
17645,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"-41858,6200","969,5600","969,5600"
17646,COMANDO DO EXERCITO,"0,0000","54,3000","54,3000"
17647,COMANDO DO EXERCITO,"-3332,4500","835,2500","1670,5000"
17648,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"-5,0000","0,0000","1220,0000"
17649,COMANDO DO EXERCITO,"-150,0000","4535,4500","2559,7000"
17653,REMUN.DE AGENTES FINANC. - REC.SOB SUPERV./ME,"585452,0000","163092,7100","163092,7100"
17657,MINISTERIO DA DEFESA,"19996,2000","19996,2000","19996,2000"
17659,FUNDACAO NACIONAL DO INDIO,"0,0000","650,0000","1300,0000"
17660,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","55972,0400","2787,4000"
17661,FUNDO DO EXERCITO,"17562,5800","12354,7300","28392,4000"
17662,"VALEC-ENGENHARIA, CONSTRUCOES E FERROVIAS S/A","1120298,1300","7132083,6100","7821520,0700"
17668,FUNDO DO EXERCITO,"224629,3100","76845,9200","77152,4600"
17671,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","250627,3700","6000,0000","6000,0000"
17673,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,"0,0000","7158,5500","36391,9800"
17674,INSTITUTO NACIONAL DO SEGURO SOCIAL,"20104,5200","20104,5200","20104,5200"
17675,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"3629,9000","3629,9000","3629,9000"
17677,FUNDO AERONAUTICO,"-0,9200","29034,3000","32514,9900"
17680,COMANDO DO EXERCITO,"0,0000","70030,3500","61521,3500"
17681,INSTITUTO NACIONAL DO SEGURO SOCIAL,"17761,4800","17766,4800","17766,4800"
17682,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA","0,0000","0,0000","3603,8400"
17683,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,"0,0000","0,0000","444,9900"
17685,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"751,9700","2444,8100","2444,8100"
17686,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,"0,0000","16213,4000","16558,2100"
17687,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,"-145523,3900","152718,2100","299240,4000"
17688,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"500,0000","1046,6100","1046,6100"
17689,FUNDACAO NACIONAL DE SAUDE,"-406,4300","964,3800","964,3800"
17692,AGENCIA ESPACIAL BRASILEIRA - AEB,"6042,1700","15163,1400","31897,8200"
17694,FUNDO NACIONAL DE SAUDE,"0,0000","950341,9500","1352802,3200"
17695,FUNDO DO SERVICO MILITAR,"0,0000","64810,0000","64810,0000"
17697,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"0,0000","84620,0000","14434,6000"
17698,COMANDO DO EXERCITO,"-3,3000","13875,0000","30133,3000"
17699,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,"10676,2600","10815,5100","10815,5100"
17700,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","94910,4900","3400,0000","3400,0000"
17701,COMANDO DO EXERCITO,"-230,0000","3410,5000","6745,8000"
17702,MINISTERIO DAS RELACOES EXTERIORES,"-208,6700","-208,6700","-208,6700"
17703,HOSPITAL DAS CLINICAS DA UFPE,"0,0000","5029,5500","9851,6700"
17704,MINISTERIO DA DEFESA,"489732,6100","101261,6800","47678,4900"
17705,DEPARTAMENTO DE POLICIA FEDERAL,"-62,9000","5561,0400","5561,0400"
17709,MINISTERIO DE MINAS E ENERGIA,"-1495,5800","-1495,5800","-1495,5800"
17710,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"-7600,0000","5200,0000","11200,0000"
17711,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","51525,6100","3323,8600","4729,5600"
17713,"INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA","-3585,3200","3585,3800","3585,3800"
17715,MINISTÉRIO DA EDUCAÇÃO,"0,0000","73031,8900","135510,6800"
17716,CENTRO NAC DE TECN ELETRONICA AVANCADA S/A,"917359,2900","1183630,0500","1188009,4100"
17719,FUNDO NACIONAL DE SAUDE,"10925,8800","1853125,7900","3285158,9100"
17721,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"0,0000","2575,2000","64962,2100"
17722,MINISTERIO DO TURISMO,"746518,5300","662468,0000","533533,2600"
17723,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"227988,0900","132577,1300","132577,1300"
17724,MINISTERIO DAS RELACOES EXTERIORES,"-1082,1400","-1082,1400","-1082,1400"
17725,FUNDO NACIONAL DE SAUDE,"0,0000","1128228,2000","1128228,2000"
17728,COMANDO DO EXERCITO,"0,0000","4337,2200","4337,2200"
17731,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-3068,0200","37942,8300","37942,8300"
17734,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"-106432,6500","-485,1000","837,9000"
17736,MINISTERIO DA DEFESA,"-36053,1500","0,0000","2805,0000"
17737,INSTITUTO DE PESQUISA ECONOMICA APLICADA-IPEA,"-44039,8000","21799,1300","21799,1300"
17738,COMANDO DO EXERCITO,"-16,9600","8500,3600","8500,3600"
17741,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","1812,9600","-1865,3000","-624,5800"
17742,FUNDO NAVAL,"0,0000","15621,5000","15621,5000"
17743,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"0,0000","12180,0000","6090,0000"
17744,FUNDACAO OSWALDO CRUZ,"49343,5900","65714,0000","66215,7600"
17746,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"-823,6000","-323,6000","-323,6000"
17748,FUNDO DO SERVICO MILITAR,"0,0000","2399,1600","2399,1600"
17749,MINISTERIO DA DEFESA,"-226421,9800","38355,8100","39931,5900"
17751,FUNDO AERONAUTICO,"5784271,7000","75472982,2000","75472982,2000"
17753,FUNDO NAVAL,"5329,9400","4782,7400","4782,7400"
17755,FUNDO DO SERVICO MILITAR,"0,0000","1215,0600","112,0000"
17756,FUNDO DO EXERCITO,"13850,0000","33323,0000","46252,1400"
17758,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"5557,5700","1166955,9600","1300907,1800"
17759,COMANDO DO EXERCITO,"0,0000","0,0000","5242,0800"
17762,MINISTERIO DAS RELACOES EXTERIORES,"-124856,6900","2361425,0200","2005169,3500"
17763,FUNDO NAVAL,"6666,6900","856,0000","856,0000"
17765,FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP,"181826471,0000","181826471,0000","175902565,0000"
17766,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","736,2700","736,2700"
17768,FUNDACAO JOAQUIM NABUCO,"-13885,1800","22043,0700","23614,2000"
17769,UNIVERSIDADE FEDERAL DE GOIAS,"-9,9400","23804,0800","23804,0800"
17770,COMANDO DO EXERCITO,"0,0000","12026,6600","12026,6600"
17775,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","0,0000","3825,0000","3825,0000"
17777,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO","48032,8000","1390,0000","2780,0000"
17778,MINISTERIO DA CIDADANIA,"50587,8000","682534,0200","641068,1600"
17780,MINISTERIO DA DEFESA,"0,0000","2454,3100","2454,3100"
17781,ADVOCACIA-GERAL DA UNIAO - AGU,"188916,9800","62750,0000","62750,0000"
17782,FUNDO NACIONAL DE SAUDE,"438673,9100","544136,4300","1093203,9500"
17783,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","0,0000","7032,0600","4052,0600"
17787,INST.NAC. METROLOGIA QUALIDADE E TEC  INMETRO,"171523,8100","739308,6000","656156,2200"
17789,DEPARTAMENTO DE POLICIA FEDERAL,"2925,0000","2925,0000","2925,0000"
17792,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","0,0000","37701,1200","37701,1200"
17793,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA","0,0000","30,3300","30,3300"
17794,FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP,"-2,7200","1664,2800","1664,2800"
17795,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","-115,3300","1664,6700","1664,6700"
17796,FUNDO NAVAL,"0,0000","457,1400","457,1400"
17797,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"135,1800","2660,0000","2660,0000"
17798,PRESIDENCIA DA REPUBLICA,"21193,2800","18159,4600","18159,4600"
17799,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"218285,4000","69376,8000","69376,8000"
17801,INSTITUTO FEDERAL DO PARANA - IFPR,"119151,2800","11001,9800","14649,5200"
17803,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,"0,0000","55245,8600","52066,8200"
17804,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"4568,0800","4693,0000","4693,0000"
17805,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,"193229,4400","23131,4400","36701,0000"
17806,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,"-4897,6200","68684,5300","68684,5300"
17807,FUNDO AERONAUTICO,"639840,4900","1102493,9200","1189745,8800"
17808,COMANDO DO EXERCITO,"-3,6400","50541,3800","37759,0400"
17810,FUNDO DO EXERCITO,"0,0000","354,1900","354,1900"
17811,COMPANHIA NACIONAL DE ABASTECIMENTO,"410,6400","410,6400","596,4800"
17812,FUNDO DO EXERCITO,"18140,0000","2335,0000","2335,0000"
17814,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"6291,8800","198,8800","198,8800"
17815,AGENCIA ESPACIAL BRASILEIRA - AEB,"-1,9200","49619,3000","49619,3000"
17818,FUNDO AERONAUTICO,"120977,5400","247011,8300","393686,0900"
17819,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","-231176,7700","-27032,2900","18758,6500"
17820,FUNDO NACIONAL DE SAUDE,"92961,0000","92961,0000","92961,0000"
17821,COMANDO DO EXERCITO,"-8,1800","3810,0200","4824,5500"
17822,COMANDO DO EXERCITO,"0,0000","3192,8700","3192,8700"
17823,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG","0,0000","845,1200","1267,6800"
17824,COMANDO DO EXERCITO,"-3000,0000","14140,0000","28280,0000"
17825,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE","0,0000","0,0000","3607,0200"
17826,CENTRO FED.DE EDUC.TECNOL.DE MINAS GERAIS,"500000,0000","500000,0000","8586362,5000"
17827,MINISTERIO DAS RELACOES EXTERIORES,"-5081,6100","-5081,1500","-5081,1500"
17829,AGENCIA NACIONAL DO PETROLEO - ANP,"0,0000","42058,4800","5997,4600"
17830,COMANDO DA MARINHA,"0,0000","567,5600","567,5600"
17831,MINISTERIO DA ECONOMIA,"7643,3300","19631,3300","19631,3300"
17832,MINISTERIO DA DEFESA,"-222992,2400","0,0000","70650,0000"
17834,COMANDO DO EXERCITO,"0,0000","20900,0000","20900,0000"
17835,MINISTERIO DAS RELACOES EXTERIORES,"447,5500","2421,2800","2421,2800"
17838,COMANDO DO EXERCITO,"0,0000","577,8000","577,8000"
17839,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG","11500,0000","9950,0000","9600,0000"
17841,UNIVERSIDADE FEDERAL DE SANTA CATARINA,"213332,3700","48476,7000","21820,0000"
17843,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","31241,5700","27323,3300","583,9400"
17844,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","3600,0000","1600,0000","1600,0000"
17847,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"1677,4000","1677,4000","1677,4000"
17849,MINISTERIO DAS RELACOES EXTERIORES,"205472,2900","12391,4000","12391,4000"
17851,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"-269990421,5300","97507124,8500","97507124,8500"
17852,UNIVERSIDADE FEDERAL DE SÃO PAULO,"2750,0000","2750,0000","2750,0000"
17854,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"941784,0400","27886,2600","26391,6600"
17855,COLEGIO PEDRO II,"7696,8600","7696,8600","727,3600"
17856,FUNDO DE ADM. DO HOSPITAL DAS FORCAS ARMADAS,"2854206,8400","24355,5000","429767,4500"
17857,MINISTERIO DA DEFESA,"0,0000","1000,0000","1000,0000"
